thumbnail,title,subtitles,rating,link,price_period,price_currency,price_value,marketplace
https://a0.muscache.com/im/pictures/e8805345-55e7-45de-ab2b-6ca80a32141f.jpg?im_w=720,Private room in Neukölln,Zimmer über den Dächern von Berlin,,https://www.airbnb.com/rooms/780773622086564528,night,$,92,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-5831587/original/77fda3a5-35bf-4329-96a2-327b99ef450c.jpeg?im_w=720,Private room in Prenzlauer Berg,"Penthouse room & own bathroom, high standard",4.95,https://www.airbnb.com/rooms/5831587,night,$,84,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-13554198/original/d60d1cdf-2f2d-4240-9b22-1088b7f0f63d.jpeg?im_w=720,Private room in Schöneberg,Bright room in the middle of Berlin,4.91,https://www.airbnb.com/rooms/13554198,night,$,98,airbnb
https://a0.muscache.com/im/pictures/17635320/338723cb_original.jpg?im_w=720,Apartment in Prenzlauer Berg,CUTE´N´COSY - HAPPYSTYLISH - CENTRE,4.9,https://www.airbnb.com/rooms/919931,night,$,114,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-646408655216371052/original/6082c987-617e-46e5-ae0b-079f492fb506.jpeg?im_w=720,Private room in Friedrichshain,Psychedelic guest room for 2,5.0,https://www.airbnb.com/rooms/646408655216371052,night,$,85,airbnb
https://a0.muscache.com/im/pictures/d625391f-32fb-49f6-a6f4-0b586baeee2c.jpg?im_w=720,Apartment in Mitte,"Nice, bright, quiet - perfect location",4.3,https://www.airbnb.com/rooms/972033,night,$,80,airbnb
https://a0.muscache.com/im/pictures/1e58f308-7690-42d9-8c35-5095b9a7c8e8.jpg?im_w=720,Private room in Mitte,"Off-the-beaten-path.
Can unwind your soul",4.88,https://www.airbnb.com/rooms/41747575,night,$,82,airbnb
https://a0.muscache.com/im/pictures/cb5f25c7-2beb-4712-b5d3-f2b50f7379fe.jpg?im_w=720,Private room in Prenzlauer Berg,center of Berlin but quiet and elegant,4.89,https://www.airbnb.com/rooms/13593823,night,$,116,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-673651609636609160/original/e4f1a34b-3aa2-44a0-83ac-43941842ad8b.jpeg?im_w=720,Private room in Kreuzberg,Bernies Homeplace,4.79,https://www.airbnb.com/rooms/673651609636609160,night,$,99,airbnb
https://a0.muscache.com/im/pictures/e01fae72-fb55-4349-a80a-8552f168170a.jpg?im_w=720,Private room in Lichtenrade,Comfortable room south of Berlin,4.67,https://www.airbnb.com/rooms/31116923,night,$,38,airbnb
https://a0.muscache.com/im/pictures/a30d47bb-9304-4ded-bd38-760cd1d7bd93.jpg?im_w=720,Private room in Steglitz,Quiet centrally located old building room,4.91,https://www.airbnb.com/rooms/5301447,night,$,44,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-53756646/original/04000645-73df-4910-b4de-7ce9b42c41ef.jpeg?im_w=720,Private room in Friedrichshain,Bedroom in a shared apartment,5.0,https://www.airbnb.com/rooms/53756646,night,$,60,airbnb
https://a0.muscache.com/im/pictures/2371dea7-de92-46bb-bdb6-0a3b19ef9a1d.jpg?im_w=720,Private room in Spandau,Big bright room in green area with tea & coffee,4.85,https://www.airbnb.com/rooms/20839690,night,$,53,airbnb
https://a0.muscache.com/im/pictures/5f3a0761-b014-4b2d-95bd-fd44bfcfec26.jpg?im_w=720,Private room in Friedrichshain,East Side Gallery- Alexanderplatz- by feet,4.89,https://www.airbnb.com/rooms/27397593,night,$,71,airbnb
https://a0.muscache.com/im/pictures/f5fd8369-f298-46ce-ad2c-aa77d6f921ef.jpg?im_w=720,Private room in Neukölln,quiet double room 3.1 to the courtyard (3rd floor),4.33,https://www.airbnb.com/rooms/26195084,night,$,45,airbnb
https://a0.muscache.com/im/pictures/prohost-api/Hosting-654136886115400413/original/5d076643-ff8d-4a87-a5c4-a024b3f99b1c.jpeg?im_w=720,Apartment in Lichtenberg,Old fire station - Twin Room,4.0,https://www.airbnb.com/rooms/654136886115400413,night,$,81,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-771042510276863401/original/1449a2ab-93e6-45db-9c18-0c05c243fb5c.jpeg?im_w=720,Private room in Schöneberg,Beautiful & central location in Berlin,4.73,https://www.airbnb.com/rooms/771042510276863401,night,$,67,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-1350644/original/129103a3-1743-49af-af13-b0a9976e7d07.jpeg?im_w=720,Condo in Mitte,"New, green-view 107sqm apartment in Berlin-Mitte",5.0,https://www.airbnb.com/rooms/1350644,night,$,151,airbnb
https://a0.muscache.com/im/pictures/a0e41f56-d6d7-4f40-9535-65a52e733bb4.jpg?im_w=720,Apartment in Mitte,Cozy apartment for 3  in the heart of Berlin,4.54,https://www.airbnb.com/rooms/36401268,night,$,165,airbnb
https://a0.muscache.com/im/pictures/d7411fc9-70bc-48a2-9f7d-e8b20a06e335.jpg?im_w=720,Private room in Prenzlauer Berg,Berlin Room close to Alexanderplatz,5.0,https://www.airbnb.com/rooms/27087980,night,$,76,airbnb
https://a0.muscache.com/im/pictures/d853c967-c87c-4c39-a306-0e914c6fb396.jpg?im_w=720,Apartment in Kreuzberg,Cozy and quiet apartment in Kreuzberg,4.87,https://www.airbnb.com/rooms/552151799222439302,night,$,151,airbnb
https://a0.muscache.com/im/pictures/2bccbc47-3b9e-4cd0-bfed-c4fac8d13848.jpg?im_w=720,Private room in Schöneberg,central & quiet - comfy room in Berlin Schöneberg,4.73,https://www.airbnb.com/rooms/21144414,night,$,37,airbnb
https://a0.muscache.com/im/pictures/1156e5fb-1bda-49a2-b72e-085d0462c4e0.jpg?im_w=720,Private room in Friedrichshain,Bright room with private bathroom & very fast WiFi,5.0,https://www.airbnb.com/rooms/48916310,night,$,133,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-21808006/original/1c5ddf5d-c9f4-4a56-84ac-0dbf7b3cb03b.jpeg?im_w=720,Private room in Mitte,"Top location
Studio @ „Kunsthaus Mitte“
(f. 1-2 Pers.+)",4.67,https://www.airbnb.com/rooms/21808006,night,$,99,airbnb
https://a0.muscache.com/im/pictures/61187969/28d0d96c_original.jpg?im_w=720,Apartment in Lichterfelde,Spacious Apartment for Two,4.57,https://www.airbnb.com/rooms/4744063,night,$,70,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-702289668146407841/original/96621a56-a65b-4a1d-8263-998c91b40e35.jpeg?im_w=720,Private room in Mitte,Comfy private room 10min by metro to Berlin center,,https://www.airbnb.com/rooms/702289668146407841,night,$,88,airbnb
https://a0.muscache.com/im/pictures/58a30d3a-dee6-4b0d-96c6-3b1ce6701bce.jpg?im_w=720,Private room in Prenzlauer Berg,"Central, Clean, & Friendly at ALEX",4.5,https://www.airbnb.com/rooms/47897467,night,$,60,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-32333841/original/c4ea4b03-a7e8-46bb-96af-e6dac234d80a.png?im_w=720,Apartment in Mitte,Apartment Berlin Mitte with workplace & hygiene,4.91,https://www.airbnb.com/rooms/32333841,night,$,109,airbnb
https://a0.muscache.com/im/pictures/ce4743d1-cab3-43df-854b-ea38a22e8dc5.jpg?im_w=720,Apartment in Neukölln,Beautiful Altbau Studio,4.94,https://www.airbnb.com/rooms/11901953,night,$,116,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-52084164/original/10923ee5-b7fe-40f1-b81d-832f5124518f.jpeg?im_w=720,Private room in Steglitz-Zehlendorf,Room # 2 in the south of Berlin (Marienfelde),5.0,https://www.airbnb.com/rooms/52084164,night,$,57,airbnb
https://a0.muscache.com/im/pictures/664f5183-48b4-4a97-967f-7c31a53d9a34.jpg?im_w=720,Apartment in Kreuzberg,Central vintage style studio apartment,4.89,https://www.airbnb.com/rooms/34172297,night,$,111,airbnb
https://a0.muscache.com/im/pictures/7091113c-97b0-4ffe-87e3-eda602ac13f4.jpg?im_w=720,Apartment in Friedrichshain,Too nice to be true - Berlin Friedrichshain!,4.9,https://www.airbnb.com/rooms/344856,night,$,95,airbnb
https://a0.muscache.com/im/pictures/4c25d36e-226f-4b13-9c38-731871a8577a.jpg?im_w=720,Private room in Neukölln,Nice large room with balcony,4.8,https://www.airbnb.com/rooms/9816472,night,$,70,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-1999738/original/d9b451ba-fdd6-4d9e-81d1-47706929f7e8.jpeg?im_w=720,Private room in Mitte,"Small, beautiful, quiet!",4.88,https://www.airbnb.com/rooms/1999738,night,$,40,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-51549694/original/d465227c-95c7-4ae8-9a8a-f2629be702e6.jpeg?im_w=720,Private room in Prenzlauer Berg,Single bedroom with shared bathroom,4.34,https://www.airbnb.com/rooms/51549694,night,$,91,airbnb
https://a0.muscache.com/im/pictures/903768d5-2707-40d3-b362-6ed0692f348e.jpg?im_w=720,Private room in Marzahn-Hellersdorf,"Room with a view, 30 min from the center",4.83,https://www.airbnb.com/rooms/39345904,night,$,49,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-30919819/original/b697d742-a774-4d6f-a903-f3b9bf83c459.jpeg?im_w=720,Hotel room in Charlottenburg,Serviced Apartment - Studio XL in City-West,4.84,https://www.airbnb.com/rooms/30919819,night,$,127,airbnb
https://a0.muscache.com/im/pictures/1744191/a90d332d_original.jpg?im_w=720,Home in Kreuzberg,Riverside View Apartment,4.32,https://www.airbnb.com/rooms/44083,night,$,101,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-41306967/original/519531fa-ec54-42fb-8cab-e3eb687f88ac.jpeg?im_w=720,Private room in Charlottenburg,.Comfortable Private Room Nr. 6,4.53,https://www.airbnb.com/rooms/41306967,night,$,73,airbnb
https://a0.muscache.com/im/pictures/8fc2ab57-1073-483e-9639-306d3224f3ae.jpg?im_w=720,Apartment in Mitte,cute little apartment in Mitte/Tiergarten,4.64,https://www.airbnb.com/rooms/24505475,night,$,72,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-875215390223424362/original/886fd0b5-55ec-43a3-b386-5d39830fabc2.jpeg?im_w=720,Private room in Charlottenburg,Altbau-Charme am Lietzensee,,https://www.airbnb.com/rooms/875215390223424362,night,$,59,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-3496671/original/bc7caf1f-f4b5-4380-977d-32e6c2e8653c.jpeg?im_w=720,Private room in Prenzlauer Berg,Gemütliche Wohnung im schönen Prenzlauer Berg,4.93,https://www.airbnb.com/rooms/3496671,night,$,99,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-9830301/original/69d4a26d-efb8-453a-bd86-521c7508a876.jpeg?im_w=720,Apartment in Neukölln,3 room apartment in Neukölln,4.67,https://www.airbnb.com/rooms/9830301,night,$,103,airbnb
https://a0.muscache.com/im/pictures/63146175/0abfdacb_original.jpg?im_w=720,Apartment in Mitte,Sunlit 2BR Top Floor Apt in Mitte,4.93,https://www.airbnb.com/rooms/4933665,night,$,182,airbnb
https://a0.muscache.com/im/pictures/4b006fa8-820b-4f25-b97d-c71c43a78b36.jpg?im_w=720,Apartment in Kreuzberg,Fontane Studio | Kreuzberg Südstern,4.84,https://www.airbnb.com/rooms/9689519,night,$,69,airbnb
https://a0.muscache.com/im/pictures/e38eb571-3f99-4fbc-a896-5c19a69ca814.jpg?im_w=720,Private room in Friedrichshain,"Central, own fridge & breakfast in Friedrichshain",4.88,https://www.airbnb.com/rooms/31394785,night,$,62,airbnb
https://a0.muscache.com/im/pictures/dee11c93-27c0-48d4-9a78-9c1ae7a762f0.jpg?im_w=720,Condo in Neukölln,Bright 3 bedroom apartment in Neukölln,5.0,https://www.airbnb.com/rooms/51939490,night,$,164,airbnb
https://a0.muscache.com/im/pictures/a3d6549f-2cba-4073-a144-dd19ee9b485d.jpg?im_w=720,Condo in Tempelhof,Berlin Old Building Charm Studio with Modern Bathroom,4.93,https://www.airbnb.com/rooms/45298444,night,$,96,airbnb
https://a0.muscache.com/im/pictures/11722540/aa2b8aab_original.jpg?im_w=720,Private room in Kreuzberg,Bright and big room at Kreuzberg,4.82,https://www.airbnb.com/rooms/703900,night,$,70,airbnb
https://a0.muscache.com/im/pictures/ac2258d2-5024-4a5b-b0d5-3765add333e3.jpg?im_w=720,Private room in Friedrichshain,Cozy city Apartment in the Center of Berlin,5.0,https://www.airbnb.com/rooms/48321715,night,$,101,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-763695986682521907/original/f02d2303-a458-4ed0-a011-667b171b4c96.jpeg?im_w=720,Private room in Berlin,Experience the vibrant life of Wilmersdorfer Str.,4.82,https://www.airbnb.com/rooms/763695986682521907,night,$,63,airbnb
https://a0.muscache.com/im/pictures/0acb5de4-dec3-42c2-aaf0-10cd6a6379e6.jpg?im_w=720,Private room in Berlin,Angels' Room + Bikes in Berlin 👼 🌱🚲🚲,5.0,https://www.airbnb.com/rooms/51241057,night,$,49,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-643167887951772735/original/d0394142-8e24-4e58-8d4d-ca0f21e08dff.jpeg?im_w=720,Private room in Berlin,Large private room | Private bathroom & kitchen | Netflix,4.92,https://www.airbnb.com/rooms/643167887951772735,night,$,97,airbnb
https://a0.muscache.com/im/pictures/c662374f-60f1-436e-a91d-8cdd820b5e36.jpg?im_w=720,Apartment in Berlin,Cozy apartment in old Berlin factory,4.74,https://www.airbnb.com/rooms/16050858,night,$,108,airbnb
https://a0.muscache.com/im/pictures/d85faca3-25c8-43da-a7bb-00a3c9722811.jpg?im_w=720,Apartment in Berlin,Artist Atelier - Friedrishain/Ostkreuz district,4.94,https://www.airbnb.com/rooms/27411832,night,$,135,airbnb
https://a0.muscache.com/im/pictures/415b4230-f6a2-44a9-9b80-81f96e64e82f.jpg?im_w=720,Apartment in Berlin,Berlin Friedrichshain Central Studio,5.0,https://www.airbnb.com/rooms/47211361,night,$,84,airbnb
https://a0.muscache.com/im/pictures/53892041/463633ae_original.jpg?im_w=720,Private room in Berlin,small but fine,4.82,https://www.airbnb.com/rooms/4280343,night,$,47,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-12013507/original/7179d305-f861-4c18-97ed-3dcb025e079e.jpeg?im_w=720,Private room in Berlin,View to the garden and connection to the BER and underground,4.78,https://www.airbnb.com/rooms/12013507,night,$,44,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-827562442187086929/original/4f475cdf-3536-4eef-83dd-49ffbb2d0806.png?im_w=720,Apartment in Berlin,Berlin beautiful & central,,https://www.airbnb.com/rooms/827562442187086929,night,$,116,airbnb
https://a0.muscache.com/im/pictures/417827c4-ba89-44f9-be69-514a9c5e2852.jpg?im_w=720,Private room in Berlin,Beautiful nature in the center of Berlin,5.0,https://www.airbnb.com/rooms/678019095993836004,night,$,126,airbnb
https://a0.muscache.com/im/pictures/cdd2a435-4257-4484-a6e0-349d27a8ade2.jpg?im_w=720,Apartment in Berlin,Quiet attic apartment with terrace in Schöneberg,4.8,https://www.airbnb.com/rooms/19501540,night,$,151,airbnb
https://a0.muscache.com/im/pictures/e7cd2c3b-e7af-4cc0-867d-074d648f44f3.jpg?im_w=720,Private room in Neuenhagen,Quiet room on the outskirts of town,4.92,https://www.airbnb.com/rooms/37871552,night,$,38,airbnb
https://a0.muscache.com/im/pictures/prohost-api/Hosting-731816714179145445/original/1a21157b-5d17-4577-9573-118a8b36430b.jpeg?im_w=720,Apartment in Berlin,limehome Berlin Luise-H.| Economy Single Suite,5.0,https://www.airbnb.com/rooms/731816714179145445,night,$,118,airbnb
https://a0.muscache.com/im/pictures/a1718241-9e0d-4a68-b326-a7e0547ff529.jpg?im_w=720,Private room in Berlin,Room in terraced house and quiet location,4.94,https://www.airbnb.com/rooms/45347161,night,$,59,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-52084164/original/10923ee5-b7fe-40f1-b81d-832f5124518f.jpeg?im_w=720,Private room in Berlin,Room # 1 in the south of Berlin (Marienfelde),5.0,https://www.airbnb.com/rooms/760108563556107857,night,$,63,airbnb
https://a0.muscache.com/im/pictures/92aaa692-9105-4331-aaf0-6cb2951b716f.jpg?im_w=720,Apartment in Berlin,Top apartment in the heart of Prenzlauer Berg,4.5,https://www.airbnb.com/rooms/52401704,night,$,95,airbnb
https://a0.muscache.com/im/pictures/d9299112-594b-43af-bb1b-0265cc3aba4e.jpg?im_w=720,Private room in Berlin,just wonderful and absolutely quiet,4.98,https://www.airbnb.com/rooms/14736577,night,$,120,airbnb
https://a0.muscache.com/im/pictures/5a82f5eb-5005-40dc-93fb-b94cece5f009.jpg?im_w=720,Private room in Berlin,Sunny room centrally located,4.8,https://www.airbnb.com/rooms/33996221,night,$,57,airbnb
https://a0.muscache.com/im/pictures/43b73c85-81d1-40db-ab49-686874260413.jpg?im_w=720,Private room in Berlin,buena comunicación con el centro,,https://www.airbnb.com/rooms/849732709353643211,night,$,38,airbnb
https://a0.muscache.com/im/pictures/db5fccee-6163-45de-ae27-ad611f81b283.jpg?im_w=720,Private room in Hoppegarten,Cosy Apartment in the outskirts of Berlin,4.88,https://www.airbnb.com/rooms/27284889,night,$,46,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-53638269/original/a7b72a3c-3093-42bd-a145-b0e0657a06bc.jpeg?im_w=720,Condo in Berlin,Residential home on Prenzlauer Berg/ Mauerpark,4.8,https://www.airbnb.com/rooms/53638269,night,$,99,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-763497821477327402/original/b3d5d8fb-8185-4ec6-9e2f-284fd781061f.jpeg?im_w=720,Private room in Berlin,Helmholtzplatz Cocon,4.25,https://www.airbnb.com/rooms/763497821477327402,night,$,76,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-821485373910244820/original/5f344201-85d2-4cdc-95da-59263cd87f28.jpeg?im_w=720,Private room in Berlin,"Modern, bright, well connected",,https://www.airbnb.com/rooms/837594868090351062,night,$,81,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-6393081/original/e7ce139f-493a-42ea-b40c-e1be145c5f6a.jpeg?im_w=720,Apartment in Berlin,Gemütliche Wohnung mit 2 Katzen,,https://www.airbnb.com/rooms/859907877529642657,night,$,64,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-475193/original/847eb870-fab7-4b9e-8c1c-2a3ab7163173.jpeg?im_w=720,Private room in Berlin,Emerald Room | Museum Island,4.93,https://www.airbnb.com/rooms/475193,night,$,109,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-51517025/original/478988f9-d97b-4ee6-8cac-b193da1d49fe.jpeg?im_w=720,Apartment in Berlin,Alexanderplatz quiet 2-room flat with balcony,4.45,https://www.airbnb.com/rooms/51517025,night,$,139,airbnb
https://a0.muscache.com/im/pictures/deecd7bf-a440-492e-8258-c6cc3f2440a9.jpg?im_w=720,Apartment in Berlin,Beautiful Loft 1 unique in Charlottenburgs Center,4.56,https://www.airbnb.com/rooms/49125476,night,$,139,airbnb
https://a0.muscache.com/im/pictures/9fd1ce8b-6f27-44d3-afcb-8a347c0bd8ed.jpg?im_w=720,Private room in Berlin,"Quiet and green, but BER, subway and highway nearby",4.87,https://www.airbnb.com/rooms/14839691,night,$,44,airbnb
https://a0.muscache.com/im/pictures/58489126/e82aec48_original.jpg?im_w=720,Private room in Berlin,UNIQUE GARDENROOM | BERLIN MITTE | with garden,4.87,https://www.airbnb.com/rooms/3717751,night,$,88,airbnb
https://a0.muscache.com/im/pictures/9f6f3cb4-4a4d-4b20-8c22-d3f0ae4c876e.jpg?im_w=720,Apartment in Berlin,City-Apartment Wilhelmstraße,4.65,https://www.airbnb.com/rooms/46462154,night,$,126,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-607836165565073961/original/46586c31-6491-422d-992a-b90622ade366.jpeg?im_w=720,Private room in Berlin,Modernes Zimmer zentral Berlin,5.0,https://www.airbnb.com/rooms/607836165565073961,night,$,77,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-14648612/original/83c656be-6b14-46f8-8ceb-b371a59d5659.jpeg?im_w=720,Apartment in Berlin,The Berlin Piano Shed,4.72,https://www.airbnb.com/rooms/14648612,night,$,121,airbnb
https://a0.muscache.com/im/pictures/6b4950c2-62d4-47ec-9a53-e832a37eee67.jpg?im_w=720,Private room in Berlin,Room with private balcony!,4.05,https://www.airbnb.com/rooms/786910043541761575,night,$,59,airbnb
https://a0.muscache.com/im/pictures/eda69e36-bc73-4653-88be-2d1d5ebe2e19.jpg?im_w=720,Private room in Berlin,Big sunshiny room in a new house near Tier Park,4.77,https://www.airbnb.com/rooms/23105508,night,$,41,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-782551202735424582/original/f8b33fcf-f483-4a1f-82ff-fbdf4b4907d8.jpeg?im_w=720,Private room in Berlin,Private room in beautiful Weissensee,4.83,https://www.airbnb.com/rooms/782551202735424582,night,$,88,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-599179283845190938/original/93b97e4b-8ead-4e10-910b-b7a4cd22724d.jpeg?im_w=720,Private room in Berlin,Cosy Kreuzberg Room w Oat Milk and Great Wifi,4.95,https://www.airbnb.com/rooms/599179283845190938,night,$,139,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-759982185791248235/original/0fad6363-6e35-43be-821e-39d053daae9f.jpeg?im_w=720,Private room in Friedrichshain,"Beautiful, big and quite room in Berlin",5.0,https://www.airbnb.com/rooms/759982185791248235,night,$,82,airbnb
https://a0.muscache.com/im/pictures/05331ee6-a610-44d2-a811-93e20d78825a.jpg?im_w=720,Private room in Mitte,Berlin-Mitte very close to Potsdam Square,4.92,https://www.airbnb.com/rooms/28194113,night,$,101,airbnb
https://a0.muscache.com/im/pictures/fe05b0df-9f7c-424f-b1bb-5e6947a4d9d5.jpg?im_w=720,Apartment in Schöneberg,89m2 apt in Crellekiez Schöneberg,4.88,https://www.airbnb.com/rooms/583685084785657909,night,$,151,airbnb
https://a0.muscache.com/im/pictures/3a847d54-0b7d-4fd6-ab6e-8bca3c62dc9c.jpg?im_w=720,Private room in Charlottenburg,Private Room in Central City West / 2,4.42,https://www.airbnb.com/rooms/17237876,night,$,87,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-41363989/original/ab41ccf6-39e4-4af7-a881-7ca9994f9c9d.jpeg?im_w=720,Apartment in Mitte,Designer Studio in the heart of Berlin,,https://www.airbnb.com/rooms/41363989,night,$,152,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-38796505/original/91fde037-4a97-42c5-a72d-15022a1a8fa6.jpeg?im_w=720,Apartment in Charlottenburg,Business apartment in a prime location,4.82,https://www.airbnb.com/rooms/38796505,night,$,88,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-716448591365879416/original/6cf025e8-3bf5-4f7c-9d67-6cd6c37d597f.jpeg?im_w=720,Private room in Lichtenberg,"Big, comfy sofa-bed in beautiful, quiet Altbau",4.87,https://www.airbnb.com/rooms/716448591365879416,night,$,66,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-874614351749733878/original/43bb10b7-1437-41b5-a018-f9530491c1f4.jpeg?im_w=720,Private room in Mitte,Ruhiges Zimmer mit West-Balkon,,https://www.airbnb.com/rooms/874614351749733878,night,$,89,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-53425927/original/e296f410-f07d-46ae-ae59-3727b8141681.jpeg?im_w=720,Cottage in Wannsee,Berlin Wannsee Summer House,4.85,https://www.airbnb.com/rooms/53425927,night,$,117,airbnb
https://a0.muscache.com/im/pictures/4bd2cf22-07cc-4c98-b7c0-54277e974d26.jpg?im_w=720,Apartment in Kreuzberg,Studio Apartment at Görlitzer Park,4.66,https://www.airbnb.com/rooms/45809645,night,$,124,airbnb
https://a0.muscache.com/im/pictures/ec39b339-b59e-42ee-8beb-0426185e7c5f.jpg?im_w=720,Private room in Lichtenberg,Ha Noi - Private Room in Apartment,4.7,https://www.airbnb.com/rooms/26975349,night,$,56,airbnb
https://a0.muscache.com/im/pictures/5eb8ddb7-a970-4cc5-a4b7-a71640717240.jpg?im_w=720,Private room in Prenzlauer Berg,Comfortable central quiet in the middle of Berlin,5.0,https://www.airbnb.com/rooms/42040985,night,$,99,airbnb
https://a0.muscache.com/im/pictures/93f9d9b4-7be9-4819-9c5a-fed8a1f66223.jpg?im_w=720,Private room in Prenzlauer Berg,Zimmer an S-Bahn mit Hauskatze,,https://www.airbnb.com/rooms/872280106289746134,night,$,50,airbnb
https://a0.muscache.com/im/pictures/6daa68fc-2b9b-4915-acfe-48b8ab33e950.jpg?im_w=720,Private room in Friedenau,cozy room in a friendly family 🏠,4.68,https://www.airbnb.com/rooms/31978228,night,$,63,airbnb
https://a0.muscache.com/im/pictures/8d449679-eeb6-4f13-9efd-4e28f816eb3f.jpg?im_w=720,Private room in Prenzlauer Berg,Magical Zen Room in Central Cozy Great Location,4.9,https://www.airbnb.com/rooms/36479360,night,$,70,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-849020728199245815/original/7e7833a1-b767-4255-b15a-0918c9344f23.jpeg?im_w=720,Apartment in Prenzlauer Berg,"City Apartment ""Ben Laurel""",,https://www.airbnb.com/rooms/849020728199245815,night,$,56,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-546294738066247812/original/004d0da3-5cf1-4719-9292-3666f189984f.jpeg?im_w=720,Condo in Schöneberg,Über den Dächern von Berlin,5.0,https://www.airbnb.com/rooms/546294738066247812,night,$,75,airbnb
https://a0.muscache.com/im/pictures/978d448a-585d-4e74-bd5c-9639210d2345.jpg?im_w=720,Condo in Treptow-Köpenick,Grandma's Living,4.91,https://www.airbnb.com/rooms/39223612,night,$,57,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-28068656/original/321c5696-252f-4de0-9ecb-e4ff908a38d7.png?im_w=720,Private room in Mitte,Guest room at Rosina’s family,4.8,https://www.airbnb.com/rooms/28068656,night,$,90,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-846358163879845009/original/ca72addb-61ee-4a10-ab8e-02bb3f62fef3.jpeg?im_w=720,Private room in Mitte,Authentic Berlin Experience,,https://www.airbnb.com/rooms/846358163879845009,night,$,57,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-798309619297165174/original/755d349d-2be0-41f1-87ee-0f4bb47c748b.jpeg?im_w=720,Apartment in Spandau,Modern apartment -Berlin Spandau,,https://www.airbnb.com/rooms/798309619297165174,night,$,73,airbnb
https://a0.muscache.com/im/pictures/8c840511-68a7-4844-a376-7cc22aa2026f.jpg?im_w=720,Private room in Neukölln,"Cozy BR w/balcony, free WIFI, bus to BER close by",5.0,https://www.airbnb.com/rooms/783133338259863680,night,$,61,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-872432856424783408/original/929042c7-cd89-44f6-8dd5-e1689be39ddd.png?im_w=720,Apartment in Prenzlauer Berg,Wunderschöne Oase im Prenzlberg,,https://www.airbnb.com/rooms/872432856424783408,night,$,100,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-833209039583582571/original/e60358b4-40b7-4578-9733-bfc33d3d1340.jpeg?im_w=720,Private room in Neukölln,Live on top floor in Berlin,,https://www.airbnb.com/rooms/833209039583582571,night,$,80,airbnb
https://a0.muscache.com/im/pictures/b0a14386-2b7c-4eb0-8357-c17288e4bcf3.jpg?im_w=720,Private room in Charlottenburg,Private Room in Central City West / 6,4.39,https://www.airbnb.com/rooms/18066481,night,$,87,airbnb
https://a0.muscache.com/im/pictures/4c98c455-b621-4529-92ad-7743b9d6551b.jpg?im_w=720,Private room in Kreuzberg,Berlin flair,4.9,https://www.airbnb.com/rooms/192499,night,$,75,airbnb
https://a0.muscache.com/im/pictures/901fe8ee-66dc-4fe1-b456-cda3ab9e272a.jpg?im_w=720,Private room in Charlottenburg,"Cosy room with Loftbed, well located, Lietzensee",4.98,https://www.airbnb.com/rooms/49897931,night,$,57,airbnb
