thumbnail,title,stars,preferredBadge,promotedBadge,location,subwayAccess,sustainability,distanceFromCenter,highlights,link,price_taxesAndCharges,price_currency,price_value,rating_score,rating_scoreDescription,rating_reviews,marketplace
https://cf.bstatic.com/xdata/images/hotel/square200/350641744.webp?k=2c9f1df5eea921229bba1b50170ba7dbf054f99c4bf35cd49a6da68a60cc507b&o=&s=1,Scandic Berlin Kurfürstendamm,,True,True,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.2,Standard Double Room,https://www.booking.com/hotel/de/scandic-kurfurstendamm.html?lang=en-us,,$,111,8.1,Very Good,6506.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/25888659.webp?k=d13405d423159c0b5318c5cc1c71acc9751134c75e8e9a17145a620b0995881c&o=&s=1,Hotel Karlshorst,3.0,False,False,"Lichtenberg, Berlin",False,Travel Sustainable property,10.7,Comfort Double Room,https://www.booking.com/hotel/de/thang-long-restaurant.html?lang=en-us,3.0,$,68,6.8,Review score,1254.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/122224367.webp?k=856e42d21995c3c2efd7ff3e571d5403146a47b1676a42faf4f9625eb9296719&o=&s=1,Jugendherberge Berlin Ostkreuz,3.0,False,False,"Lichtenberg, Berlin",False,Travel Sustainable property,6.5,Triple Room,https://www.booking.com/hotel/de/jugendherberge-berlin-ostkreuz.html?lang=en-us,,$,104,8.4,Very Good,156.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/142934061.webp?k=03008cbf07a817c35720fe5f34215575201a5c00687d6050ab2684492d58724d&o=&s=1,Hollywood Media Hotel am Kurfürstendamm,4.0,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.1,Standard Double or Twin Room,https://www.booking.com/hotel/de/hollywood-media.html?lang=en-us,,$,100,8.3,Very Good,6679.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/115579699.webp?k=e509437fbd34652d89f32d7e5004a52c7a5182ddb7facb9b30e5401ad0b3a26f&o=&s=1,Meliá Berlin,4.0,True,True,"Mitte, Berlin",True,Travel Sustainable property,1.0,Melia Room,https://www.booking.com/hotel/de/melia-berlin.html?lang=en-us,6.0,$,135,8.3,Very Good,5519.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/303680645.webp?k=deb4a56a67640cc84a13deaf2ece56e1cdebdc4dcda716d7266e59bb8fd31b0e&o=&s=1,Hotel AMANO Grand Central,3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.4,Standard Double or Twin Room,https://www.booking.com/hotel/de/amano-grand-central.html?lang=en-us,,$,86,8.1,Very Good,8325.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/442029978.webp?k=3f4cf3eca3caeb3f84544337201310342a510808311a20f949b7d9ce693af415&o=&s=1,"Hotel Berlin, Berlin, a member of Radisson Individuals",,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.1,Cozy Small Room,https://www.booking.com/hotel/de/bbberlin.html?lang=en-us,,$,145,7.9,Good,6749.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/312579193.webp?k=57954e0bd3d2d9a62708afaf1cd7eac83397b92ac0b132ee4f72017e657c1b61&o=&s=1,AMANO East Side,,True,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,3.8,Standard Double Room,https://www.booking.com/hotel/de/amano-east-side.html?lang=en-us,,$,68,8.3,Very Good,3993.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/338625712.webp?k=2ae64e614d9b1339718e281fc751a3a75ec2a31ff63d477817695f7f2ad1194a&o=&s=1,Hotel ROMY by AMANO,,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.3,Small Double Room,https://www.booking.com/hotel/de/romy-by-amano.html?lang=en-us,,$,83,8.3,Very Good,3091.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/280070148.webp?k=e73150a8811b35ad94be6f3d1d5bda4aab415a26dfe25d5c9a5d7303282c83e7&o=&s=1,Motel One Berlin-Alexanderplatz,,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.4,Queen Room,https://www.booking.com/hotel/de/motel-one-berlin-alexanderplatz-berlin.html?lang=en-us,6.0,$,120,8.7,Excellent,7556.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/4449708.webp?k=5b429c0761cfd9b32615810bc158322a869e5fee66a3e50eb2065c3964a8f057&o=&s=1,Hotel Kaiser,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,5.7,Double Room,https://www.booking.com/hotel/de/kaiser.html?lang=en-us,,$,66,7.1,Good,1446.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/419426778.webp?k=5dd8161a9ccfae14616ad7cfaba9f5ab416fbb757b59653091e26383e58c154b&o=&s=1,ibis Styles Berlin Treptow,,True,False,"Treptow-Köpenick, Berlin",False,Travel Sustainable property,11.2,Standard Double Room,https://www.booking.com/hotel/de/ibis-styles-berlin-treptow.html?lang=en-us,2.0,$,102,7.4,Good,1532.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/383829864.webp?k=3dc03952aa88993f6375793e2c85b2e820190d2894921cc6b0721cf78e034e0f&o=&s=1,Novum Hotel Aldea Berlin Centrum,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.3,Standard Double or Twin Room,https://www.booking.com/hotel/de/aldea-novum.html?lang=en-us,3.0,$,67,7.2,Good,7732.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/232549955.webp?k=cb7181356a976f8aacc6491cb4b2de0b722764a55847e78df1fb6c017cc48f26&o=&s=1,Yggotel Ravn,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,5.4,Superior Room,https://www.booking.com/hotel/de/yggotel-ravn.html?lang=en-us,3.0,$,63,8.2,Very Good,1797.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/37357174.webp?k=6b4594d8705e85aa0bbf452727508ac8b10e43604f42ba1bf8c4ce2d051d4153&o=&s=1,Maritim proArte Hotel Berlin,,True,False,"Mitte, Berlin",True,Travel Sustainable property,0.8,Classic Double Room,https://www.booking.com/hotel/de/maritimberlin.html?lang=en-us,,$,131,8.0,Very Good,8218.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/429385053.webp?k=6312aa2b94f761ac9d8b994147945c680c882b06426d6308e3a1d3a7691fea8b&o=&s=1,B&B Hotel Berlin City-Ost,3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,6.1,Double Room,https://www.booking.com/hotel/de/best-western-city-ost.html?lang=en-us,4.0,$,82,7.5,Good,1536.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/280072740.webp?k=bdbcec6c9e96259e3966cb0e0a3c98157f08551591a3c13569f2a7239fa302ab&o=&s=1,Motel One Berlin Ku'Damm,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.4,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-ku-damm.html?lang=en-us,6.0,$,120,8.3,Very Good,2019.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/326951529.webp?k=bddd18ace38bd7082a9a672f3e2d7fde4389516594efaa044817ff8c2c92ad58&o=&s=1,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel",4.0,True,False,"Charlottenburg, Berlin",True,Travel Sustainable property,2.8,Standard King Room,https://www.booking.com/hotel/de/crownplazaberlincitycentre.html?lang=en-us,6.0,$,126,8.2,Very Good,3680.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/111808408.webp?k=9a5452e198f7b0e6364bb580b442a7c82b3340c3aff0118e38cb0f2018f893ba&o=&s=1,Hotel Berlin Mitte by Campanile,,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.5,Standard Double or Twin Room,https://www.booking.com/hotel/de/nordic-berlin-mitte.html?lang=en-us,4.0,$,87,7.7,Good,1271.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/269377340.webp?k=609cabca92c6f4bf70e87e1b0da901694ebea5615ce94975c76b98d6a22cd236&o=&s=1,TWO Hotel Berlin by Axel - Adults Only,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.3,City Double Room,https://www.booking.com/hotel/de/two-berlin-by-axel.html?lang=en-us,4.0,$,87,7.9,Good,2307.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/289273997.webp?k=1d15b11388c81b16d8b4104f2e2de5e2c2641977892fbb5a9666ddf67fa76088&o=&s=1,Nena Apartments - Kreuzberg 61,3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,2.6,Studio,https://www.booking.com/hotel/de/orbis-aparthotel-berlin-kreuzberg.html?lang=en-us,,$,87,8.1,Very Good,1375.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/295044324.webp?k=54b8d9ffdbd93e38b726952b309b234c2d345c57cba6cba510489c3588042fb6&o=&s=1,Motel One Berlin-Tiergarten,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.5,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-city-center-west.html?lang=en-us,5.0,$,109,8.2,Very Good,2815.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/385591282.webp?k=1403b40ecf84a9159db1266ea5f517204dd5e282c2f426b4c67ef6c351d23dc2&o=&s=1,Leonardo Hotel Berlin Mitte,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,0.9,Comfort Room,https://www.booking.com/hotel/de/leonardo-berlin-mitte.html?lang=en-us,5.0,$,105,8.1,Very Good,11417.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/295046471.webp?k=f764e87135d8cf89058a4fd9b50497402ce0cb4c7056dbf3f689c1980757c6ed&o=&s=1,Motel One Berlin-Upper West,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.2,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-upper-west.html?lang=en-us,7.0,$,131,8.5,Very Good,4994.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/264960528.webp?k=ec443336f895399fa0513f955c82c715157a6e25a9ab54db739f5eaceeac559b&o=&s=1,the niu Dwarf,,True,False,"Tempelhof-Schöneberg, Berlin",False,Travel Sustainable property,4.5,Standard Double Room,https://www.booking.com/hotel/de/the-niu-dwarf.html?lang=en-us,4.0,$,86,8.5,Very Good,3570.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/383823840.webp?k=ff554eca4d54f065136452b4014886534f2be5a10ee4f1732eac3b29ae73c734&o=&s=1,Select Hotel Berlin Spiegelturm,,True,False,"Spandau, Berlin",False,Travel Sustainable property,11.4,Comfort Room,https://www.booking.com/hotel/de/winter-s-berlin-im-spiegelturm.html?lang=en-us,4.0,$,90,7.6,Good,2699.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/87442196.webp?k=2d6744e74efacb521e3aa68de204e25002dc01d3e5aaf2ad6e035ab2326b8651&o=&s=1,enjoy hostel Berlin City West,,True,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,5.8,Economy Twin Room,https://www.booking.com/hotel/de/enjoy-hostel-berlin-city-west.html?lang=en-us,,$,53,6.9,Review score,293.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/32250569.webp?k=1e41f402f8ed29699935df9e9be1dbc9d6dcf85fe61495af7a3839d284524b44&o=&s=1,Ibis budget Berlin Potsdamer Platz,1.0,False,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.4,Double Room,https://www.booking.com/hotel/de/ibis-budget-berlin-potsdamer-platz.html?lang=en-us,,$,77,7.6,Good,8207.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/331395602.webp?k=d7a6757e365e193db29147391642a306e948a26dfc59f29c3a226e0bd00feb98&o=&s=1,Riu Plaza Berlin,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.7,Deluxe Double Room,https://www.booking.com/hotel/de/riu-plaza-berlin.html?lang=en-us,,$,120,8.3,Very Good,16092.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/299561276.webp?k=efa5b031ea361ad81ffac8fd9a7d4103d131ad7544a0f5e54cee697ce12ebb4c&o=&s=1,Steps-Hotel,,True,False,"Mitte, Berlin",True,Travel Sustainable property,4.1,Twin Room with Shared Bathroom,https://www.booking.com/hotel/de/steps.html?lang=en-us,,$,58,7.8,Good,1656.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/438649176.webp?k=bf2ca9a63f40d3eb878e0805c83ee37e94a0cf4ee0610d15b0ead4178f9b05b5&o=&s=1,Precise Tale Berlin Potsdamer Platz,,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.2,Standard Room,https://www.booking.com/hotel/de/precise-tale-berlin.html?lang=en-us,8.0,$,163,8.8,Excellent,1439.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/283440615.webp?k=580f798d2c322d3a1ab8598362eb494d91fd34b0e43a16a13f7f569f749d19ca&o=&s=1,Scandic Berlin Potsdamer Platz,,True,True,"Mitte, Berlin",True,Travel Sustainable property,1.3,Standard Double Room,https://www.booking.com/hotel/de/scandic-berlin-potsdamer-platz.html?lang=en-us,,$,134,8.1,Very Good,10456.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/164438033.webp?k=ba0924b03a603270a7b9f6d87d2affa3ba4fc3d04ed539fc511762957fb09b50&o=&s=1,Hampton By Hilton Berlin City East Side Gallery,3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.6,Queen Room,https://www.booking.com/hotel/de/hampton-by-hilton-berlin-city-east-side-gallery.html?lang=en-us,7.0,$,131,8.5,Very Good,4302.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/383843741.webp?k=56f31f69f344419ee1af83a184bf4d79a29e2c912505908c3628aaf7ad3148d5&o=&s=1,Novum Hotel Gates Berlin Charlottenburg,3.0,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.7,Standard Double Room,https://www.booking.com/hotel/de/gatesamkudamm.html?lang=en-us,4.0,$,72,7.4,Good,2225.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/43794392.webp?k=1a4a910c7e2debc8e8f59518c16d1f242d2bdf71b94ef174de33e426eec62b63&o=&s=1,Queens Park Hotel,,False,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,6.5,Double Room,https://www.booking.com/hotel/de/queens-park.html?lang=en-us,,$,55,5.4,Review score,1961.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/420615017.webp?k=73b62466eaf1798f4894952e8fe9200c0cb0512a0402eab86ebad0d5c96a6f36&o=&s=1,TITANIC Chaussee Berlin,,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.8,Classic Room,https://www.booking.com/hotel/de/titanic-chaussee-berlin.html?lang=en-us,,$,148,8.1,Very Good,8305.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/402308819.webp?k=7aceef3627bad459dfa6ecec4cc59597ac871e03aa51507277c4204e5a1b0db0&o=&s=1,Leonardo Hotel Berlin,3.0,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.9,Comfort Double Room,https://www.booking.com/hotel/de/leonardo-hotel-berlin.html?lang=en-us,5.0,$,92,7.9,Good,7895.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/438793434.webp?k=6c12cf7d5b8d6fb6156f527b89fdd90aaaf9021dd94350e7cc9d43b21a4178f9&o=&s=1,"Holiday Inn Express Berlin City Centre, an IHG Hotel",3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.7,Standard Queen Room,https://www.booking.com/hotel/de/expressbyholidayinnberlin.html?lang=en-us,6.0,$,125,8.1,Very Good,8993.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/259390550.webp?k=3a574a392cc6ee15ab8b0291d8885d0ac8e053252e8e227801e1cf1f83c401b4&o=&s=1,Classik Hotel Alexander Plaza,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.0,Double Room,https://www.booking.com/hotel/de/alexander-plaza.html?lang=en-us,5.0,$,103,8.5,Very Good,2052.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/36118990.webp?k=a84d0b7036557a5d6820681dd2de2928031f27b1f6020c5f67e52c9dd86eca45&o=&s=1,Vienna House by Wyndham Andel's Berlin,4.0,True,False,"Lichtenberg, Berlin",False,Travel Sustainable property,5.6,Superior Double Room,https://www.booking.com/hotel/de/andel-s-by-vienna-house.html?lang=en-us,,$,154,8.3,Very Good,4158.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/262496496.webp?k=a12a94079f341832adce2a080c53246a5636f9edc5f56956c351471cf472e61d&o=&s=1,"Holiday Inn Express - Berlin - Alexanderplatz, an IHG Hotel",3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.4,Standard Double or Twin Room,https://www.booking.com/hotel/de/holiday-inn-express-berlin-alexanderplatz.html?lang=en-us,5.0,$,109,8.2,Very Good,7695.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/239800814.webp?k=6509a0ab455079842b390e0eb6d8c241ab94dfe075e1e636665274899da99750&o=&s=1,"Holiday Inn Berlin City East Side, an IHG Hotel",4.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.8,Double Room - Non-Smoking,https://www.booking.com/hotel/de/holiday-inn-berlin-city-east-side.html?lang=en-us,5.0,$,109,8.5,Very Good,2973.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/38096044.webp?k=c11e7c3907fd942daa9d8588ec6591d67014c033cecd02261c194e28e1678e44&o=&s=1,Hotel am Schloß Köpenick by Golden Tulip,,True,False,"Treptow-Köpenick, Berlin",False,Travel Sustainable property,15.4,Standard King Room,https://www.booking.com/hotel/de/bestwesternmichelshotelamschlosskopenick.html?lang=en-us,4.0,$,87,7.0,Good,1893.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/238767450.webp?k=f305d171ee61243a1f33ed18319d219e1da732867fa779271ca1b68b8902187b&o=&s=1,Catalonia Berlin Mitte,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.7,Standard Double Room,https://www.booking.com/hotel/de/catalonia-berlin-mitte.html?lang=en-us,,$,99,8.3,Very Good,3168.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/98356096.webp?k=49700aca0f8753dbdffb69bd889d1f48f1246e1864b8adf7ee5ad3a6a385da01&o=&s=1,Mercure Hotel Berlin Mitte,3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.8,Standard Double Room,https://www.booking.com/hotel/de/mercureberlin.html?lang=en-us,5.0,$,95,7.8,Good,1307.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/350641744.webp?k=2c9f1df5eea921229bba1b50170ba7dbf054f99c4bf35cd49a6da68a60cc507b&o=&s=1,Scandic Berlin Kurfürstendamm,,True,True,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.2,Standard Double Room,https://www.booking.com/hotel/de/scandic-kurfurstendamm.html?lang=en-us,,$,111,8.1,Very Good,6506.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/13956219.webp?k=656dfd1a9e56abb44c796194fd1216f4f93d426ea285a3a9db9e9e86bad0e194&o=&s=1,H10 Berlin Ku'damm,4.0,True,True,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.4,Basic Deluxe Room,https://www.booking.com/hotel/de/h10-berlin-ku-damm.html?lang=en-us,,$,117,8.2,Very Good,4807.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/293174220.webp?k=e1d28f8f58818ca4cbc23858acda26959afc92b65e6a86cf6d4e20e14ffd5985&o=&s=1,limehome Berlin Prenzlauer Allee - Digital Access,,True,False,"Prenzlauer Berg, Berlin",True,Travel Sustainable property,3.2,Suite,https://www.booking.com/hotel/de/schoenhouse-studios.html?lang=en-us,5.0,$,100,8.3,Very Good,1251.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/438114464.webp?k=2fa1035d3e50fcb8ce0195b746431ad9d895436beb9f047ae29fc6057beb6de6&o=&s=1,Schulz Hotel Berlin Wall at the East Side Gallery,,True,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,3.9,Double or Twin Room,https://www.booking.com/hotel/de/schulz-berlin-wall-at-the-east-side-gallery.html?lang=en-us,,$,109,8.4,Very Good,17624.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/280071690.webp?k=5b9b5ec404dcf04e4653a6da39801d92ba77d1ac897ac066cec83133673ee8fb&o=&s=1,Motel One Berlin-Bellevue,,True,False,"Mitte, Berlin",False,Travel Sustainable property,1.5,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-bellevue.html?lang=en-us,5.0,$,109,8.2,Very Good,2719.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/188929370.webp?k=5ab5e146bc02907f0aa1248d953208e174b9a7279e2428888b9cdb799a5bc982&o=&s=1,a&o Berlin Hauptbahnhof,,True,False,"Mitte, Berlin",False,Travel Sustainable property,1.7,Twin Room,https://www.booking.com/hotel/de/a-o-berlin-hauptbahnhof.html?lang=en-us,,$,73,7.2,Good,5102.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/93176289.webp?k=a7c7c249bc175101ce63db091aced1636e2ed46fd3356aa3e8e237c2813d952c&o=&s=1,Moxy Berlin Ostbahnhof,,True,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,3.7,"Moxy Sleeper, Guest room, 1 Queen",https://www.booking.com/hotel/de/moxy-berlin-ostbahnhof.html?lang=en-us,6.0,$,114,8.1,Very Good,2163.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/297793681.webp?k=9491f5e8a677be25baf2468f1de481b83fad54eb0f2d09be8768b5e0bb0482a9&o=&s=1,Nena Apartments Moritzplatz,3.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,2.8,Studio,https://www.booking.com/hotel/de/nena-apartments-moritzplatz.html?lang=en-us,,$,87,8.1,Very Good,595.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/174124187.webp?k=9da6af846efa46aeb50e2c0fd6d4c553a53a1a8f5d22bd5947fddcc6a3328434&o=&s=1,Hotel Tiergarten Berlin,3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.4,Deluxe Double Room,https://www.booking.com/hotel/de/tiergarten.html?lang=en-us,,$,76,7.5,Good,1627.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/163704372.webp?k=3c7c0fc4f9a4a571ba480904eb6529d9b97671ec8f934544588e3df4b27d1053&o=&s=1,Mövenpick Hotel Berlin Am Potsdamer Platz,4.0,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.4,Classic King Room,https://www.booking.com/hotel/de/movenpick-berlin.html?lang=en-us,7.0,$,142,7.9,Good,2531.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/21874978.webp?k=63a7b5975d422cb8abf4b46ad86ae68c2f5fd5377e9844755e7cbc6785151d9d&o=&s=1,Hotel Atlantic,,False,False,"Neukölln, Berlin",False,Travel Sustainable property,10.5,Double Room,https://www.booking.com/hotel/de/greenatlantic.html?lang=en-us,,$,54,7.5,Good,1654.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/224968141.webp?k=641bfb94494557c3ffcf980b194b25dfc99f4738677723e5afbbff59c3b912fd&o=&s=1,the niu Hide,,True,False,"Lichtenberg, Berlin",True,Travel Sustainable property,6.8,Standard Double Room,https://www.booking.com/hotel/de/niu-hide-berlin12.html?lang=en-us,5.0,$,96,8.5,Very Good,3410.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/429386453.webp?k=d012e70dfae8853a10567f306a353cf17ec721878a41c55ba86241c4e4fcf610&o=&s=1,B&B Hotel Berlin-Charlottenburg,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,5.5,Twin Room,https://www.booking.com/hotel/de/b-amp-b-berlin-charlottenburg.html?lang=en-us,5.0,$,105,7.9,Good,2902.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/309366148.webp?k=5d4670e6ae48f8a4ba88329b9f4b7600ce6ca878aff13873ff49b7c2acf7085e&o=&s=1,easyHotel Berlin Hackescher Markt,,False,False,"Mitte, Berlin",True,Travel Sustainable property,2.2,Small Double Room,https://www.booking.com/hotel/de/easyhotel-berlin-hackescher-markt.html?lang=en-us,,$,70,7.7,Good,6358.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/443532347.webp?k=840ca3736ea3a3dd0d05e09c6e65695913e16da47bb4d292de841d2b36b20010&o=&s=1,INNSiDE by Meliá Berlin Mitte,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.9,The INNSIDE Room,https://www.booking.com/hotel/de/innside-by-melia-berlin-mitte.html?lang=en-us,6.0,$,131,8.2,Very Good,4080.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/246981229.webp?k=ec2a9eddee32b88a338a2de581319f7f611ac4e746213d45c189339fe3b86508&o=&s=1,Mercure Hotel MOA Berlin,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.8,Superior Double Room,https://www.booking.com/hotel/de/moa-berlin.html?lang=en-us,,$,120,8.2,Very Good,3369.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/271511858.webp?k=d6f81f10a52e09a35f8f41d47501a96c992a24928c26f7a8d2d2379d05919395&o=&s=1,Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,4.0,True,False,"Neukölln, Berlin",True,Travel Sustainable property,5.2,Deluxe Studio,https://www.booking.com/hotel/de/aeronaut.html?lang=en-us,8.0,$,156,8.1,Very Good,1145.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/294195543.webp?k=7aab172dfd98c8704e35c1ec4c0c158dab5b898f5f4a944ab7325a714eb9ace0&o=&s=1,New Berlin,,True,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,4.9,Design Double Room,https://www.booking.com/hotel/de/new-berlin.html?lang=en-us,6.0,$,136,8.2,Very Good,1523.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/324711290.webp?k=479369f2e00874059c39474f639dba50beabbff77e66f9c907f4d0c8138dfb8d&o=&s=1,Three Little Pigs Hostel - Your Berlin Castle,,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.6,Double Room with Shared Bathroom,https://www.booking.com/hotel/de/three-little-pigs-hostel.html?lang=en-us,,$,103,8.1,Very Good,3462.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/289703650.webp?k=c08b0a45ef3524e4b13bc776d02097078d30b9596e2222d95d73fc4696591d32&o=&s=1,Nena Apartments Metropolpark Berlin - Mitte -Adult Only,3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.6,Studio,https://www.booking.com/hotel/de/metropolpark.html?lang=en-us,,$,93,8.2,Very Good,1658.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/185789428.webp?k=bc0d7f870560db887e2f95f39d351c775bd832110aa7aeff915bb9ff9c47be87&o=&s=1,Michelberger Hotel,,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,5.0,Small Double Room,https://www.booking.com/hotel/de/michelbergerhotel.html?lang=en-us,,$,122,8.4,Very Good,1405.0,booking
