thumbnail,title,stars,preferredBadge,promotedBadge,location,subwayAccess,sustainability,distanceFromCenter,highlights,link,price_taxesAndCharges,price_currency,price_value,rating_score,rating_scoreDescription,rating_reviews,marketplace
https://cf.bstatic.com/xdata/images/hotel/square200/362202759.webp?k=8ca19d912c8607ffa6bcd1f3b67eb795e489a63654ed5ae3a0532f72f4994c50&o=&s=1,Nena Hostel Berlin,,True,False,"Mitte, Berlin",False,Travel Sustainable property,5.1,Quadruple Room with Private Bathroom,https://www.booking.com/hotel/de/nena-hostel-berlin-mitte-berlin.html?lang=en-us,,$,106,7.8,Good,1799.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/350961770.webp?k=a072f4854e4a9775b6e28ad5bac64a6462eb8cf651f59027b94baa95a6974591&o=&s=1,AMC Hotel - Schöneberg,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,3.3,Economy Double Room,https://www.booking.com/hotel/de/arco.html?lang=en-us,,$,120,7.7,Good,355.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/233360822.webp?k=ef5a72f137d3544c80951d9aedd2083dc00477ab8d4ea05fb86ccdd424a26c7e&o=&s=1,"art'otel berlin mitte, Powered by Radisson Hotels",4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.3,Art Double Room,https://www.booking.com/hotel/de/artotelberlin.html?lang=en-us,8.0,$,164,8.2,Very Good,2087.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/16328992.webp?k=2eca52c67aadb6796238e1031168b51695ee32bf8d9bcd86431d825673e166d0&o=&s=1,Monbijou Hotel,,False,False,"Mitte, Berlin",True,Travel Sustainable property,1.7,Standard Double Room,https://www.booking.com/hotel/de/monbijou.html?lang=en-us,,$,120,8.4,Very Good,1597.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/158513773.webp?k=70f6fd9026c2623553583cc9382735ab0c5befe03f8f814e235a65da1191a33c&o=&s=1,a&o Berlin Mitte,,False,False,"Mitte, Berlin",False,Travel Sustainable property,3.3,Twin Room,https://www.booking.com/hotel/de/mitteberlinhostelao.html?lang=en-us,,$,65,6.6,Review score,5329.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/84324730.webp?k=63ca5e694edbfb952198e6f6505c79376804154c9001d59ce19f48b453b9798e&o=&s=1,Grimm's Berlin Mitte,3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.1,Double Room,https://www.booking.com/hotel/de/grimm-s.html?lang=en-us,6.0,$,128,8.4,Very Good,2174.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/358565716.webp?k=88feba246bb6c2836ef7f7198786e88109c312b1a52c20762921bb005a78f60f&o=&s=1,CALMA Berlin Mitte,,False,False,"Mitte, Berlin",True,Travel Sustainable property,1.5,Calma S,https://www.booking.com/hotel/de/mitart.html?lang=en-us,4.0,$,82,8.5,Very Good,1158.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/172817645.webp?k=60a5cd2457b63750b776d0b7cb21addaf31829eef468d912cbdb3caa373320fb&o=&s=1,Living Hotel Großer Kurfürst,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.2,Business Double Room,https://www.booking.com/hotel/de/kurfuerstderag.html?lang=en-us,,$,118,8.4,Very Good,3109.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/271108527.webp?k=33c8a8871fe29c10335c43a2802a17774b4fac8fc1badc9d1eabab9055e62522&o=&s=1,Motel One Berlin-Hackescher Markt,,False,False,"Mitte, Berlin",True,Travel Sustainable property,2.3,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-alexanderplatz.html?lang=en-us,6.0,$,120,8.5,Very Good,1898.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/304141284.webp?k=52d9af43baae8e52bba184ec10eacc9887e000bce93455e42a8820e3b61650c5&o=&s=1,Hotel Prens Berlin,,False,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,3.8,Economy Double Room,https://www.booking.com/hotel/de/prens.html?lang=en-us,4.0,$,80,7.4,Good,1616.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/201435016.webp?k=bf258f744c2333d883638c11ee586e725cb91ce441bfdef4be838fc601e32d58&o=&s=1,Hotel Seifert Berlin am Kurfürstendamm,,True,True,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.0,Standard Superior,https://www.booking.com/hotel/de/seifert-berlin.html?lang=en-us,,$,186,7.1,Good,1051.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/445459762.webp?k=d8dfd133e2d0c7cc3fb0a6c628d761b9f00ac1636f0072d66ee0c21444558046&o=&s=1,Hotel Klassik Berlin,3.0,False,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,5.1,Comfort Doppelzimmer,https://www.booking.com/hotel/de/klassik-berlin.html?lang=en-us,,$,103,6.8,Review score,1250.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/150184773.webp?k=f9bd6e961a7f6714fd69f8ef23956a7a0deb68222aae28bb8caa69ceeb7e477d&o=&s=1,Ku'Damm 101 Hotel,4.0,True,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,5.8,Double Room,https://www.booking.com/hotel/de/kudamm101.html?lang=en-us,,$,118,7.9,Good,1007.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/108962674.webp?k=b5c071b635cba0ce3bea05777bf6a95d3daa4160d0638e5223442eb86e191b73&o=&s=1,Capri by Fraser Berlin,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,1.8,Deluxe Studio,https://www.booking.com/hotel/de/capri-by-fraser-berlin.html?lang=en-us,8.0,$,153,8.4,Very Good,1648.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/184224753.webp?k=7e1bc0b52b8888c8e3be2f3e0c1edeb389f86ba48ca33fb55ab025a9112bd275&o=&s=1,Motel Blue,,False,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.3,Twin Room,https://www.booking.com/hotel/de/pension-uhland.html?lang=en-us,,$,109,7.4,Good,1417.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/460309.webp?k=3ec9260a3dd7d59114f65a95bed042027c8903e13ac58fbd71f4bb744930862b&o=&s=1,Hotel Adam,,False,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,5.2,Triple Room,https://www.booking.com/hotel/de/adam.html?lang=en-us,,$,60,5.8,Review score,559.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/11669584.webp?k=d1f0f391ab8071b364991145c28463ecfebd07ca559f5423b6807897f4d3627e&o=&s=1,Hotel Kallmeyer,,False,False,"Spandau, Berlin",False,Travel Sustainable property,13.1,Double Room,https://www.booking.com/hotel/de/kallmeyer.html?lang=en-us,,$,104,6.7,Review score,1276.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/262602538.webp?k=0f904e07182c9e0835227049c6f23e505003d514e22cb010ba461452631f8fc0&o=&s=1,Apartment Hotel Wittenau,3.0,False,False,"Reinickendorf, Berlin",False,Travel Sustainable property,9.8,Apartment,https://www.booking.com/hotel/de/apartment-wittenau-berlin.html?lang=en-us,,$,70,7.9,Good,929.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/429097340.webp?k=fadb0098065698985db39bc4e18ef5372419f067c5114b8b562f7e3aa2bf7427&o=&s=1,Hotel Bristol Berlin,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,3.7,Economy Room,https://www.booking.com/hotel/de/kempinskibristolberlin.html?lang=en-us,8.0,$,180,7.9,Good,3374.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/304958591.webp?k=75c1e3d987cc3406ec3c2d7833196c58674fe1120eaf94dffd4cecc33b753415&o=&s=1,Schlosspark Hotel,4.0,False,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,5.9,Double or Twin Room with Balcony,https://www.booking.com/hotel/de/schlosspark.html?lang=en-us,,$,131,8.2,Very Good,1390.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/230661232.webp?k=2c4353d89c06fe0c50aedf4018277a1dae5054a5703df711dd2b9af3c24c588a&o=&s=1,36 Rooms Hostel Berlin Kreuzberg,,False,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.2,Double Room,https://www.booking.com/hotel/de/36-rooms-berlin-kreuzberg.html?lang=en-us,9.0,$,68,5.3,Review score,1454.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/249998955.webp?k=87737952d633e807d8b936505e438cadc5e82ec003ddadbd9aef125702c14d61&o=&s=1,Pension Am Park,,False,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,6.0,Double Room with Private Bathroom,https://www.booking.com/hotel/de/pension-am-park.html?lang=en-us,,$,67,7.7,Good,287.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/268992470.webp?k=33d33d86b2ac4140c450dd23a0372c1094e09daa34c9f4d32024162cf83a15c0&o=&s=1,Comfort Hotel Lichtenberg,3.0,True,False,"Lichtenberg, Berlin",False,Travel Sustainable property,9.8,2 Single Beds Nonsmoking,https://www.booking.com/hotel/de/lichtenberg.html?lang=en-us,4.0,$,94,7.4,Good,1632.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/69969366.webp?k=a9b3e54e4e526d247fda61473763379b0200ffa0339c4edec5a627b409ea1c98&o=&s=1,Hotel Pankow,,False,False,"Pankow, Berlin",False,Travel Sustainable property,8.5,Double or Twin Room,https://www.booking.com/hotel/de/pankow.html?lang=en-us,,$,82,7.6,Good,1295.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/422637492.webp?k=82b9a4d531030953371e7a3abb59e7b00a5cd659eac573d76636f47493f6880c&o=&s=1,Grand Hostel Berlin Classic,,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,2.0,Twin Room with Private Bathroom,https://www.booking.com/hotel/de/grand-hostel-berlin.html?lang=en-us,13.0,$,107,8.0,Very Good,1831.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/48963413.webp?k=a1ca6f57d3ce51c97a358255d0b74780eb054242a36a6521fc8129c35c539341&o=&s=1,Gorki Apartments,,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.3,Partner offer option,https://www.booking.com/hotel/de/gorki-apartments.html?lang=en-us,10.0,$,203,9.2,Wonderful,215.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/116121085.webp?k=76ca9c40d3a7a5f403a2c9c942b91c1a6c14a421158d0e40d455c18dfbf69014&o=&s=1,Hotel Astrid am Kurfürstendamm,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.2,Comfort Double Room,https://www.booking.com/hotel/de/astridamkurfuerstendamm.html?lang=en-us,6.0,$,117,7.0,Good,724.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/75391591.webp?k=9d285713246cf02419e3c6da3c6e152a83b4cd04393a424117d2bbd3a1894b6f&o=&s=1,Ringhotel Seehof,4.0,True,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,6.0,Standard Double Room with Lake View,https://www.booking.com/hotel/de/seehof-berlin.html?lang=en-us,,$,152,7.8,Good,1221.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/413759920.webp?k=3e0e7bddbdb2cb4d03de09736aa1c279f3726ab1ad5031bf12623bcb99ff39b2&o=&s=1,Boxi Studios Berlin,3.0,False,True,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,5.3,Standard Studio,https://www.booking.com/hotel/de/new-opening-boxi-studios-berlin.html?lang=en-us,,$,99,8.2,Very Good,277.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/347404615.webp?k=85a429accaf38bc83c795d629c7a378ac54ec346c1284e5efd6e2138f05a05cc&o=&s=1,LINDEMANN'S,,False,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.7,Quiet & Small,https://www.booking.com/hotel/de/lindemann-s.html?lang=en-us,5.0,$,95,8.4,Very Good,1883.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/28524380.webp?k=44989b6c9524550b00774984300bd6f2e2e182d95e61cd91080cba9824b4b263&o=&s=1,Pegasus Hostel Berlin,,True,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.3,Comfort Quadruple Room,https://www.booking.com/hotel/de/pegasushostel.html?lang=en-us,,$,141,7.3,Good,939.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/306288316.webp?k=98dd8df54d07898fead66c55192281a29eed7ead60ab890f98b7820ddf3a21d3&o=&s=1,Schoenhouse Avenue - Digital Access,,True,False,"Prenzlauer Berg, Berlin",True,Travel Sustainable property,2.7,Suite with sofa bed,https://www.booking.com/hotel/de/schoenhouseberlin.html?lang=en-us,6.0,$,121,8.2,Very Good,1911.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/383812169.webp?k=1e67f6dae4b60a23c29a9eeb45d88f19f01ddb0a8907d66a9e0e631b3fa34db9&o=&s=1,Select Hotel Berlin Checkpoint Charlie,4.0,False,False,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,1.7,Superior Double Room,https://www.booking.com/hotel/de/winter-s-berlin-mitte.html?lang=en-us,5.0,$,97,7.9,Good,1468.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/76230287.webp?k=1fac2299d885ae93e03f197543e96cbc5713f9341ce0516d8af3b6d4e28659c6&o=&s=1,Anna 1908,,False,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,6.6,Small,https://www.booking.com/hotel/de/anna-1908.html?lang=en-us,5.0,$,101,8.4,Very Good,1566.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/19063924.webp?k=88788f08c6e47ee908e7343cb9f72bd35b87150027a5b77ef399a6f93e4506e4&o=&s=1,Estrel Berlin,4.0,False,False,"Neukölln, Berlin",False,Travel Sustainable property,7.3,Double or Twin Room,https://www.booking.com/hotel/de/estrelres.html?lang=en-us,,$,150,8.1,Very Good,2463.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/31494601.webp?k=dca48dda056eb0a3340ac0fdb0ae3d38d54dc3fb642c23e5ce95227909d9a5ea&o=&s=1,The Mandala Hotel,5.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,0.8,Studio,https://www.booking.com/hotel/de/the-mandala.html?lang=en-us,,$,263,8.9,Excellent,1461.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/419737228.webp?k=f218f262ce0804b4cc272795fcb9a4917d51ce9e914a37d67ebf4696015c2441&o=&s=1,Hotel Sickinger Hof,,False,False,"Mitte, Berlin",False,Travel Sustainable property,3.8,Double or Twin Room with Shared Bathroom,https://www.booking.com/hotel/de/sickingerhofberlin.html?lang=en-us,,$,54,6.2,Review score,253.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/41931504.webp?k=0e1df2056e02cf5d3c2b7a7cbb5f20e290724f576642683295eebd014ab1eccd&o=&s=1,Pension Classic,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.7,Family Room,https://www.booking.com/hotel/de/classic-berlin.html?lang=en-us,,$,136,8.1,Very Good,1348.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/321670998.webp?k=5cfd540c5a3917eb72e24acc0ecb0ab426dbafef435f7d60290874da1738d98e&o=&s=1,Hotel AVAlex,,False,False,"Prenzlauer Berg, Berlin",False,Travel Sustainable property,3.7,Economy Double Room with Shared Bathroom,https://www.booking.com/hotel/de/gastehuas-intervarko.html?lang=en-us,,$,93,7.2,Good,413.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/447710922.webp?k=22564e127fc5aaafb82e7d0709cd98a96d76b57a1aeec90d200a62e83dc38838&o=&s=1,Hotel 1A Apartment Berlin,,False,False,"Prenzlauer Berg, Berlin",True,Travel Sustainable property,4.0,Double Room,https://www.booking.com/hotel/de/1a-apartment-berlin.html?lang=en-us,46.0,$,81,7.6,Good,685.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/177116388.webp?k=85813ae8477e5b75fbe85868c97ffd1945450a806ba0d81b3605e38695b41938&o=&s=1,Living Hotel Berlin Mitte,4.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.2,Business Double Room,https://www.booking.com/hotel/de/derag-livinghotel-berlin-mitte.html?lang=en-us,,$,136,8.1,Very Good,857.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/185403768.webp?k=10e7f765aa070576cf68021b8464b3220a8ba0fe5d35ed2e2cca0ae48fbd36d2&o=&s=1,Hotel Nikolai Residence,3.0,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.0,Double Room,https://www.booking.com/hotel/de/nikolai-residence.html?lang=en-us,,$,131,8.8,Excellent,1179.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/275353286.webp?k=cf505e4f8ae0327c3c47d7b93a9c4f6b784ba69f99d55c32b59996728c2531da&o=&s=1,City Hotel Ansbach am KaDeWe,,False,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.7,Double Room with Private Bathroom,https://www.booking.com/hotel/de/city-ansbach-berlin.html?lang=en-us,3.0,$,60,5.7,Review score,835.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/61943612.webp?k=1f73c485b5cd2c5ff8038cd7290eb6e462c695f9cb23f914bd0f23f1c5c45c8d&o=&s=1,Erlanger Hof,3.0,False,False,"Neukölln, Berlin",True,Travel Sustainable property,5.3,Double Room,https://www.booking.com/hotel/de/erlanger-hof.html?lang=en-us,,$,91,7.8,Good,935.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/251998776.webp?k=417027662445e4b1622bd6ffbd8892788a34a40405f6623c15b020b5844cdac2&o=&s=1,Mercure Hotel Berlin City,4.0,False,False,"Mitte, Berlin",True,Travel Sustainable property,1.6,Standard Double Room,https://www.booking.com/hotel/de/mercure-berlin-an-der-charite.html?lang=en-us,,$,125,8.2,Very Good,3249.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/170920460.webp?k=66e64b8864f9a6b9622e62b798a8bc9d1c08be4c11968a07f5028f366b040cfe&o=&s=1,Hotel City Green Berlin,3.0,False,False,"Treptow-Köpenick, Berlin",False,Travel Sustainable property,17.4,Doppelzimmer comfort,https://www.booking.com/hotel/de/city-green-berlin.html?lang=en-us,4.0,$,83,7.9,Good,1802.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/424837307.webp?k=3da5e969d85918c5f9651cc2cbea1255de38783dea5ce75f394947d3ff538201&o=&s=1,Cosy flat in Berlin's trendy area,,False,True,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.5,One-Bedroom Apartment,https://www.booking.com/hotel/de/cosy-flat-in-berlins-trendy-area-berlin.html?lang=en-us,,$,138,8.3,Very Good,3.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/446795904.webp?k=0b8806cd3953d5c67ed42c818a8c0bfaaafd47873a28bd8f228506b2be1f9a49&o=&s=1,Traum-Villa in Heiligensee mit Innenpool und Kamin,,False,True,"Reinickendorf, Berlin",False,Travel Sustainable property,14.8,Villa,https://www.booking.com/hotel/de/traum-villa-in-heiligensee-mit-innenpool-und-kamin.html?lang=en-us,,$,655,,,,booking
https://cf.bstatic.com/xdata/images/hotel/square200/336049774.webp?k=7b8381e049b506e0307bb7146c676c16ac37f52b60ca205d9fc3840eaca427d2&o=&s=1,P182 Hidden Hostel,,True,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,2.7,Triple Room with Shared Bathroom,https://www.booking.com/hotel/de/the-hidden.html?lang=en-us,,$,113,7.4,Good,609.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/169213330.webp?k=84a3ab0ed19144122a66e12db93e6365f76a07d3760b250236e557c6286b9350&o=&s=1,Art Hotel Charlottenburger Hof Berlin,3.0,False,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,5.2,Economy Double Room,https://www.booking.com/hotel/de/charlottenburger.html?lang=en-us,,$,89,7.2,Good,2159.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/436383536.webp?k=3c7e1acc98c11253caa975bd95fd265006904f6b67f53ecec7282e6e25bc6fa5&o=&s=1,Motel One Berlin-Potsdamer Platz,,False,False,"Mitte, Berlin",True,Travel Sustainable property,0.7,Room with King Size bed,https://www.booking.com/hotel/de/motel-one-berlin-leipziger-platz.html?lang=en-us,6.0,$,120,8.4,Very Good,2681.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/393887654.webp?k=b8603f47f085f42f4eccb0943a2fce7dafb0314114aac77e04e325dc0b156005&o=&s=1,Hotel Alex Berlin,,False,False,"Prenzlauer Berg, Berlin",False,Travel Sustainable property,3.5,Standard Double Room,https://www.booking.com/hotel/de/alex-berlin-berlin.html?lang=en-us,,$,94,7.7,Good,329.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/361581256.webp?k=484c67b96f972bee2bf2c284e174c27deca27b4a4ff2aec107487a1739172c92&o=&s=1,GINN City & Lounge Yorck Berlin !New!,4.0,False,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,2.6,Standard Double Room,https://www.booking.com/hotel/de/ginn-city-amp-lounge-yorck-berlin.html?lang=en-us,8.0,$,150,8.4,Very Good,1482.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/434170294.webp?k=4a1115ad7a556a28a9c58bb99d3bf42fcc8a26295dbf91c9d6e90dd0f3141784&o=&s=1,fjord hotel berlin,,False,False,"Mitte, Berlin",True,Travel Sustainable property,1.5,Lovely S,https://www.booking.com/hotel/de/fjord-berlin.html?lang=en-us,5.0,$,92,8.5,Very Good,1979.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/404196886.webp?k=7ff34f8f4808c8c953c7eae278df5f5d682a6dabbdd8cc812f8f4ca796152fa3&o=&s=1,URBAN LOFT Berlin,4.0,False,False,"Mitte, Berlin",False,Travel Sustainable property,1.9,Standard Double Room,https://www.booking.com/hotel/de/ameron-gmbh-25-berlin.html?lang=en-us,,$,126,8.9,Excellent,1538.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/281256206.webp?k=aed4869edfa4aa1d6155bc1857db667573a96156e624d68ff63ebdebec48a729&o=&s=1,Hotel Schöneberg,3.0,False,False,"Tempelhof-Schöneberg, Berlin",False,Travel Sustainable property,3.8,Double Room Hotdeal nonrefundable,https://www.booking.com/hotel/de/minotelschoeneberg.html?lang=en-us,,$,116,8.0,Very Good,493.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/53481852.webp?k=cb07f4755b0b77c559d5988c088b62084da400e6bec84be56ffba7285c882809&o=&s=1,Hotel Q! Berlin,,True,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.0,Double Room,https://www.booking.com/hotel/de/hotelqberlin.html?lang=en-us,,$,174,8.5,Very Good,882.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/33758263.webp?k=b04ef2a430b771e0b67d4a85f8449c74b593174807a8d62a1daec432e367d4d2&o=&s=1,AMERON Hotel Abion Spreebogen Berlin,4.0,False,False,"Mitte, Berlin",True,Travel Sustainable property,2.2,Standard Double Room,https://www.booking.com/hotel/de/abion-spreebogen-waterside.html?lang=en-us,,$,108,8.3,Very Good,4415.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/400139572.webp?k=383edd08623cb297ce9617d785f2181acee369969d7abd8776b6dae937d7cba8&o=&s=1,Pure Berlin Apartments - Luxury at Pure Living in City Center,3.0,False,True,"Friedrichshain-Kreuzberg, Berlin",True,Travel Sustainable property,4.5,Deluxe Apartment,https://www.booking.com/hotel/de/pure-berlin-berlin.html?lang=en-us,76.0,$,98,9.5,Exceptional,111.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/445068644.webp?k=68b7d7bca85d7eb23ada4e1663d0c31bd32f2d499e3ff121b674893f10a2598b&o=&s=1,Hotel Chateau Kurfürstendamm,4.0,False,True,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.1,Standard Double Room,https://www.booking.com/hotel/de/ringhotel-chateau-berlin.html?lang=en-us,,$,85,7.6,Good,1052.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/440248598.webp?k=f63d43262a63a6a350a642d38195484b540ba964e70f0c96cce12961ad93e31e&o=&s=1,a&o Berlin Friedrichshain,,False,False,"Friedrichshain-Kreuzberg, Berlin",False,Travel Sustainable property,6.3,Twin Room,https://www.booking.com/hotel/de/friedrichshainaohostel.html?lang=en-us,3.0,$,60,6.7,Review score,2083.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/96305536.webp?k=a3c6a65603d3657a96e3204b31290379e47fab06eee6b4ce3e7b9885f01a7a0c&o=&s=1,City Hotel Berlin East,,False,False,"Lichtenberg, Berlin",False,Travel Sustainable property,7.1,Standard Double Room,https://www.booking.com/hotel/de/grand-city-berlin-east.html?lang=en-us,3.0,$,91,7.0,Good,4327.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/196712650.webp?k=1b61fb790f9dfe4bf616ab2fcc46e8b5fa21a61673aa49754869fc5d96d7c0ec&o=&s=1,Hotel-Pension Spree,,False,False,"Charlottenburg-Wilmersdorf, Berlin",True,Travel Sustainable property,4.1,Twin Room,https://www.booking.com/hotel/de/pension-spree.html?lang=en-us,,$,57,7.0,Good,413.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/246118225.webp?k=d913e756e01ec157b8ed561f786917ea364360319024ffc854561313e0db4771&o=&s=1,Hotel Pension Dahlem,,False,False,"Steglitz-Zehlendorf, Berlin",False,Travel Sustainable property,10.0,Double Room with Shared Bathroom,https://www.booking.com/hotel/de/pension-dahlem.html?lang=en-us,5.0,$,104,6.4,Review score,886.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/298867312.webp?k=6237598dc559a97ab95af5d6245df3e9b9dc6d8c5ed58b44dd00a653de0d72e4&o=&s=1,limehome Berlin Chausseestraße,,True,False,"Mitte, Berlin",True,Travel Sustainable property,2.4,Suite with Sofa Bed,https://www.booking.com/hotel/de/berlin-apartments.html?lang=en-us,6.0,$,111,8.4,Very Good,933.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/15873474.webp?k=fd30c0d47a3067921fb4559f354e8da8e836f8635b259c5eb6ac10dd2ab2c6b2&o=&s=1,Axel Hotel Berlin-Adults Only,,False,False,"Tempelhof-Schöneberg, Berlin",True,Travel Sustainable property,3.0,City Double Room,https://www.booking.com/hotel/de/axel-berlin.html?lang=en-us,5.0,$,103,6.7,Review score,2711.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/53128505.webp?k=b361c73f5ee00b400e4954f127e6b98b14270cfe4a8e14b7db419c4bc33c9de3&o=&s=1,Hotel Pension Kima,,False,False,"Charlottenburg-Wilmersdorf, Berlin",False,Travel Sustainable property,4.5,Double Room,https://www.booking.com/hotel/de/kimacity.html?lang=en-us,,$,82,6.8,Review score,1711.0,booking
https://cf.bstatic.com/xdata/images/hotel/square200/171281592.webp?k=850dc441fde8edc5aeadb838cc0583debd27c0150bd9e3f60f9c369ce21a2ce2&o=&s=1,Best Western Hotel am Spittelmarkt,3.0,False,False,"Mitte, Berlin",True,Travel Sustainable property,2.1,Double Room with 2 Single Beds,https://www.booking.com/hotel/de/am-spittelmarkt.html?lang=en-us,5.0,$,103,8.0,Very Good,3677.0,booking
